6.256673477650062098e-01,-8.571575564162825511e-01
8.225449121031890298e-01,-1.220843649971022238e+00
3.312634314035639571e-01,9.755451271223591903e-01
-1.156482823882405281e-01,-3.011036955892887890e-01
-8.838574362011329955e-01,1.537251059455279067e-01
-8.895144296255232952e-01,-8.158102849654382815e-01
-1.607483234561227547e+00,1.846338585323042125e-01
-1.612857116660091350e-01,4.040508568145383950e-01
1.886185901210530202e+00,1.745778128318389577e-01
9.154021177020741362e-01,3.287511096596844595e-01
-8.084936028931876129e-01,-5.017570435845365440e-01
-1.415370742050414243e+00,-4.206453227653590421e-01
-4.465149520670210759e-01,8.563987943234723232e-01
3.613956055084139307e-01,1.538036566465969202e+00
-1.328186048898430505e+00,1.968612358691235187e-01
-7.201012158033384680e-02,1.003532897892024156e+00
-3.471176970524331162e-02,-1.168678037619532040e+00
-2.196718878375119310e-01,3.571125715117464128e-01
6.023020994102643716e-02,2.463242112485286128e+00
-3.921081531321576330e-01,-1.463514948132118576e+00
-9.194242342338031504e-01,1.549934405017539429e+00
4.732376245735448461e-01,-7.282891265687277405e-02
3.240839693947950018e-01,-3.850822804163165358e-01
2.930724732986812464e-01,-7.143514180263678126e-01
8.125258223941980162e-01,1.356240028570822931e+00
-2.646568332379560795e-01,2.720169166589618825e+00
-1.918771215299041488e+00,-2.651387544921687822e-02
-7.710170941410419976e-02,3.411519748166438881e-01
6.476885381006924902e-01,1.523029856408025351e+00
6.752820468792383735e-02,-1.424748186213456780e+00
8.220601599944900029e-01,1.896792982653947357e+00
2.598827942484235320e-01,7.818228717773103575e-01
-4.791742378452899520e-01,-1.856589766638171157e-01
-9.080240755212108938e-01,-1.412303701335291484e+00
-8.392175232226385395e-01,-3.092123758512145826e-01
3.436182895684614103e-01,-1.763040155362733952e+00
-7.020530938773523744e-01,-3.276621465977682113e-01
1.865774511144756564e+00,4.738329209117875251e-01
8.704706823817122407e-02,-2.990073504658674608e-01
-9.905363251306883443e-01,-5.662977296027719154e-01
2.140937441302039612e-01,-1.245738778711988015e+00
-2.619745104089744370e+00,8.219025043752238302e-01
1.477894044741516089e+00,-5.182702182736473873e-01
1.465648768921554046e+00,-2.257763004865356582e-01
-4.606387709597875024e-01,1.057122226218915717e+00
-1.923609647811225232e-01,3.015473423336124670e-01
2.504928503458765388e-01,3.464482094969756898e-01
-1.724917832513032767e+00,-5.622875292409726944e-01
1.158595579007404064e+00,-8.206823183517104603e-01
-1.550663431066132691e+00,6.856297480602732697e-02
-1.236950710878081949e+00,-1.320456613084276309e+00
-1.349722473793392094e-02,-1.057710928955900354e+00
-6.769220003059587265e-01,6.116762888408678878e-01
4.967141530112326731e-01,-1.382643011711846559e-01
5.820871844599989631e-02,-1.142970297830623094e+00
3.616360250476341465e-01,-6.451197546051242737e-01
-1.062303713726104881e+00,4.735924306351815827e-01
5.868570938002702908e-01,2.190455625809978546e+00
1.300189187790701945e-02,1.453534077157316862e+00
-5.443827245251826596e-01,1.109225897098660846e-01
1.402794310936099187e+00,-1.401851062792280889e+00
-1.012831120334423796e+00,3.142473325952738761e-01
-2.234627853258508989e-01,7.140004940920919863e-01
2.766907993300190549e-01,8.271832490360238044e-01
-4.634176928124622563e-01,-4.657297535702568658e-01
-5.297602037670388064e-01,5.132674331133560974e-01
-3.427145165267694860e-01,-8.022772692216189050e-01
-2.341533747233359719e-01,-2.341369569491805469e-01
-1.478521990367427374e+00,-7.198442083947086401e-01
9.965136508764121936e-02,-5.034756541161992116e-01
